,0
31,"[array([-6.8461975e+02,  7.2750519e+01,  2.6490316e+00,  2.6896229e+01,
        2.1956050e+00,  5.4664340e+00,  1.6509827e+00, -3.3958580e+00,
       -2.4382260e+00,  1.7463486e+00, -2.0313854e+00,  7.1085012e-01,
       -2.6594739e+00,  4.1191564e+00, -4.4335651e+00,  1.8244526e-01,
       -2.1931407e+00,  4.6965690e+00,  1.6935410e-01,  2.5808446e+00,
       -2.4854393e-01,  4.1047737e-01, -1.1577077e+00,  2.1500463e+00,
       -6.2052846e-01,  5.4879588e-01,  1.1210335e+00,  1.7216679e+00,
        4.0105462e+00,  3.6140227e+00,  3.6840160e+00,  1.8316342e+00,
        3.0157592e+00,  4.0808558e+00,  5.6004620e+00,  6.8540916e+00,
        5.6821876e+00,  5.6514440e+00,  3.0732484e+00,  4.6755238e+00],
      dtype=float32), 2, 'calm']"
32,"[array([-7.7838586e+02,  8.3483757e+01,  8.8201313e+00,  2.6400705e+01,
        8.2097321e+00,  9.6673050e+00, -3.2650938e+00,  2.6365418e+00,
        1.4082590e+00,  6.0399675e+00, -8.7837219e+00,  9.2379093e+00,
        9.0562582e-02,  1.0089726e+00,  1.5430491e+00,  7.5954489e-02,
       -1.2962228e-01,  2.7722535e+00, -6.2941689e+00,  3.8816290e+00,
       -5.7255870e-01, -1.4646946e+00, -2.6068120e+00, -1.2327702e+00,
       -2.0809174e+00, -1.6809928e+00, -3.3422521e-01, -2.6542077e+00,
       -1.4830886e+00, -1.7045376e+00, -2.4161186e+00, -1.4027410e+00,
       -1.3309046e+00, -1.7991396e+00, -1.4363794e+00, -1.1106522e+00,
       -2.0726697e+00, -1.4969230e+00, -3.5760963e+00, -2.6349618e+00],
      dtype=float32), 2, 'calm']"
33,"[array([-5.5356927e+02,  6.2088215e+01, -3.8720593e+00,  1.5135485e+01,
       -6.0166836e+00, -2.7600968e+00, -1.5095285e+01, -7.7454791e+00,
       -9.5404387e+00,  3.6775541e+00, -8.7115440e+00, -2.0063138e-01,
       -2.1795394e+00, -2.3398237e+00, -3.9454272e+00,  4.5108442e+00,
       -3.0141418e+00, -1.1783688e+00,  8.8403761e-02, -5.9914222e+00,
       -3.5930197e+00, -5.8525699e-01, -4.9627714e+00,  8.5265076e-01,
       -7.6560631e+00,  4.4021535e+00, -4.9539161e+00,  5.7202945e+00,
        2.9000568e+00,  3.1752679e+00,  1.7378106e+00,  4.4577873e-01,
        4.4118352e+00,  3.8009777e+00,  7.3332953e+00,  6.6213932e+00,
        4.8497381e+00,  2.1321666e+00,  1.5725969e+00,  2.0032353e+00],
      dtype=float32), 2, 'calm']"
34,"[array([-7.0047980e+02,  6.7012321e+01,  1.6590569e+01,  2.1276058e+01,
        6.5405574e+00,  1.0781908e+01,  2.9595649e+00,  5.2706337e+00,
       -5.4609404e+00,  4.3035340e+00,  6.5588742e-01,  4.1269245e+00,
       -3.6415274e+00,  4.1509838e+00,  1.0944819e+00,  4.5848327e+00,
       -4.8170441e-01,  2.4705029e+00, -1.9966886e+00,  1.4358362e+00,
       -4.3201003e+00,  1.6493528e+00,  1.1719211e-01,  5.2382034e-01,
       -2.9600856e+00,  1.5374860e+00, -3.0198610e+00,  1.5886666e+00,
       -1.8443594e+00, -3.0690226e-01, -4.1432896e-01, -9.2333019e-01,
        8.2733870e-02, -3.3875242e-01, -1.5038111e+00, -1.3141234e+00,
       -1.4759864e+00, -2.1172833e+00, -2.0013955e+00, -2.2667923e+00],
      dtype=float32), 2, 'calm']"
35,"[array([-6.9264093e+02,  6.1413712e+01, -5.9905996e+00,  1.5463331e+01,
       -1.3358827e+00,  4.5417437e-01, -5.4070802e+00, -4.7280049e+00,
       -1.2086234e+01,  2.8183980e+00, -9.1563330e+00, -1.7911813e+00,
       -8.5943918e+00, -4.8200631e-01, -1.4130571e+00, -4.8855176e+00,
       -7.9261713e+00, -4.5985302e-01, -4.3291750e+00, -3.5805378e+00,
       -2.6713221e+00, -2.2375386e+00, -4.9095554e+00, -2.1184790e+00,
       -2.0479877e+00, -5.5684388e-01,  1.4740192e+00,  2.5887017e+00,
       -1.0070621e-01,  1.8970969e+00, -1.3041974e+00,  1.6396483e+00,
        2.3577952e+00,  5.6235876e+00,  6.2662439e+00,  5.7125320e+00,
        6.0625525e+00,  4.8824525e+00,  4.1763158e+00,  6.6907316e-01],
      dtype=float32), 2, 'calm']"
36,"[array([-7.2832452e+02,  6.9207092e+01,  1.4776528e+00,  1.3469704e+01,
        5.5497136e+00,  6.1305695e+00, -4.6591635e+00, -5.5907023e-01,
       -6.1762853e+00,  4.1487274e+00, -3.8074825e-02,  3.6309910e-01,
        3.8348022e+00,  2.6713634e+00, -2.4931996e+00,  2.9860427e+00,
       -5.0006318e+00,  1.5090833e+00,  8.9409715e-01,  7.9704601e-01,
       -1.2317879e+00, -2.7593878e-01, -8.7187970e-01,  1.6498178e-02,
       -7.8013003e-01,  1.3306450e+00,  4.2359418e-01,  7.2528450e-03,
        1.7476616e+00,  4.0842772e-01,  4.6264678e-01, -1.0250373e+00,
        6.1323649e-01, -1.7113385e-01,  1.1993953e+00,  4.9954507e-01,
        1.1553683e-01, -1.1135517e+00, -1.8531269e+00, -1.1887479e+00],
      dtype=float32), 2, 'calm']"
37,"[array([-7.5880359e+02,  4.7507751e+01,  6.6226155e-01,  1.5669155e+01,
       -9.8646908e+00,  6.5066338e-01, -9.7713814e+00, -3.5385008e+00,
       -5.3532286e+00,  5.7284093e-01, -5.6177235e+00, -3.1790979e+00,
       -4.8111854e+00,  1.7060034e-01, -4.6093397e+00, -1.1145030e+00,
       -3.1983671e+00, -1.5989773e+00, -4.7724032e+00, -1.4024788e-02,
       -2.6287639e+00, -5.1140720e-01, -1.4030442e+00,  2.0217698e+00,
       -2.7002645e+00,  7.3575449e-01, -1.4395214e+00, -1.5799682e-01,
       -3.6828995e-02,  1.1694193e+00,  1.0595450e+00,  1.8434304e+00,
        2.6779461e+00,  4.2031441e+00,  5.2694664e+00,  3.5087430e+00,
        2.4392955e+00,  9.0794820e-01,  1.4251305e+00,  8.2241505e-01],
      dtype=float32), 2, 'calm']"
38,"[array([-6.5675031e+02,  7.4621284e+01, -3.2128463e+00,  2.0412657e+01,
        7.5093822e+00,  2.6420686e+00,  1.4841915e+00,  5.1525297e+00,
       -4.3623366e+00,  2.7449353e+00, -1.4284528e+00,  4.6556373e+00,
       -9.3637472e-01,  4.2713633e+00,  8.7684333e-01,  2.4929330e+00,
        5.0820225e-01, -8.9550450e-02,  2.2812045e+00,  2.0917151e+00,
       -1.7463979e+00,  2.3944428e+00, -1.7108862e+00,  9.7792470e-01,
       -1.9157567e+00,  4.4571131e-01, -1.0516351e+00,  7.0150399e-01,
        2.2401685e-01,  1.0418472e+00,  1.8880945e+00, -5.7519082e-02,
        8.1670141e-01,  3.8109681e-01, -2.4092440e-01,  6.7785001e-01,
       -1.5783942e-01,  6.7160809e-01, -7.5558561e-01, -6.8331671e-01],
      dtype=float32), 2, 'calm']"
39,"[array([-6.7303674e+02,  6.2550442e+01,  6.0147226e-01,  1.5311871e+01,
       -4.8098927e+00, -4.6018248e+00, -1.2602208e+01, -1.9576926e+00,
       -8.4041500e+00,  1.0150356e+00, -1.0734161e+01, -5.5119210e-01,
       -5.0895767e+00, -3.6389747e+00, -4.5690827e+00, -4.7763686e+00,
       -3.1160643e+00, -2.6524682e+00, -6.0241022e+00, -1.3229431e+00,
       -5.4487395e+00, -3.8101935e+00, -4.6929216e+00, -3.3740587e+00,
       -4.8353724e+00, -3.6757934e+00, -2.5923014e+00, -8.6844707e-01,
       -1.3453290e+00,  5.7620507e-01, -6.2241454e-02, -3.9355534e-01,
       -2.1150131e+00, -1.6916035e+00,  4.2673621e-02,  2.9338365e+00,
        3.3139474e+00,  2.2563331e+00,  1.9031440e+00,  1.1849437e+00],
      dtype=float32), 2, 'calm']"
40,"[array([-6.4897095e+02,  7.1907417e+01,  2.7422037e+00,  2.1670788e+01,
        1.0711693e+01,  8.2653160e+00,  7.2685571e+00,  2.1566041e+00,
       -6.1382756e+00,  7.1142273e+00, -6.3894814e-01,  2.3340979e+00,
        4.0686197e+00,  3.9342232e+00, -7.1682519e-01,  1.9691397e+00,
       -1.2889880e+00, -9.1369849e-01, -7.5956595e-01,  2.1537097e+00,
       -2.2147739e+00,  1.1035604e+00, -1.4146138e+00,  1.2670504e+00,
       -4.9364775e-01,  1.3409759e-01, -1.2647005e+00,  1.2245806e+00,
       -2.8352056e+00, -2.8314659e-01, -6.0137365e-02, -5.7658721e-02,
        5.6164467e-04,  8.7855116e-02, -1.2926428e+00, -4.1093284e-01,
        2.2473058e-01, -9.3533993e-01, -4.0571085e-01, -1.5390373e+00],
      dtype=float32), 2, 'calm']"
41,"[array([-7.4547681e+02,  6.1395737e+01,  1.0110720e+00,  1.2793579e+01,
       -4.8549838e+00,  1.8624975e-01, -6.1331310e+00, -9.8009472e+00,
       -9.2250547e+00,  9.8053175e-01, -5.1731157e+00, -2.5891325e+00,
       -9.4121170e+00,  4.1768394e+00, -5.0307155e+00, -5.7894955e+00,
       -5.5780487e+00, -1.1077201e+00, -4.4410682e+00, -4.9557672e+00,
       -4.7371435e+00, -2.7067559e+00, -8.3664904e+00, -2.7731056e+00,
       -4.0107579e+00, -3.7876220e+00, -4.0509973e+00, -1.3207688e+00,
       -4.1803975e+00, -9.1417551e-01, -3.9373093e+00, -2.1841755e+00,
       -2.7254343e+00, -3.6566770e-01, -5.9391695e-01,  2.2634652e+00,
        3.6001427e+00,  5.1828990e+00,  6.4365821e+00,  6.9610219e+00],
      dtype=float32), 2, 'calm']"
42,"[array([-7.1899915e+02,  8.3064079e+01,  7.4445853e+00,  2.6043907e+01,
        4.0561647e+00,  1.3330432e+01, -3.0298533e+00, -2.5635560e+00,
       -1.2306322e+01,  4.4147334e+00, -5.2519006e-01,  9.5789731e-01,
        3.2918780e+00,  4.7686529e+00, -3.0089729e+00,  7.1137514e+00,
       -1.5659213e+00, -1.1227754e+00,  3.6467121e+00,  4.9840903e+00,
       -4.0382004e+00, -1.5835705e-01, -2.2464817e+00, -2.0175619e+00,
        5.6582761e-01,  3.3812529e-01,  3.1470689e-01,  1.8028283e+00,
        1.7778515e+00,  1.3559953e+00,  2.6419582e+00, -2.1776280e+00,
       -8.7788528e-01,  1.6650448e+00,  9.2327684e-01,  1.7682829e+00,
       -7.5976610e-01, -8.3955950e-01, -8.1311360e-02,  7.9779485e-03],
      dtype=float32), 2, 'calm']"
43,"[array([-7.1009607e+02,  4.0656712e+01, -1.3243647e+01,  1.4821145e+01,
       -1.1988941e+01, -4.3268023e+00, -1.1298809e+01, -7.5870585e+00,
       -9.8253050e+00, -8.4983259e-02, -8.6751423e+00, -1.5560036e+00,
       -8.7690382e+00,  2.1183479e+00, -9.6680450e+00, -3.0329463e+00,
       -5.5503354e+00, -2.1296475e+00, -3.4146230e+00, -1.3017862e+00,
       -3.6070392e-02,  1.4109347e+00, -2.6673734e+00,  1.1274862e+00,
       -1.9771445e+00,  1.9861752e+00,  4.0992866e+00,  4.6749635e+00,
        2.5030844e+00,  2.8059134e+00, -2.4665208e-01,  4.4437066e-01,
       -5.2153748e-01,  3.6226398e-01,  8.5450488e-01,  6.5024292e-01,
       -4.2351007e-01, -1.5292834e+00, -1.9980290e+00, -6.2298615e-02],
      dtype=float32), 2, 'calm']"
44,"[array([-6.0051208e+02,  7.3287621e+01,  5.8852892e+00,  1.9855776e+01,
        5.8403549e+00, -1.4799358e-01,  1.4144112e+00, -2.4046919e+00,
       -1.0087945e+01,  2.8992820e+00, -1.0442729e+00, -6.6424996e-01,
       -1.1613441e+00,  4.1534986e+00, -1.9202557e+00,  3.1872398e-01,
       -2.2199938e+00,  9.2948240e-01,  3.8897216e-01, -7.8882527e-01,
       -2.3266177e+00,  6.3423865e-02, -2.4130802e+00, -3.1081464e+00,
       -1.6870487e+00, -1.6307144e+00, -2.3349004e+00, -1.1683092e+00,
       -7.9525970e-02,  7.9478925e-01, -7.7086771e-01, -1.3695824e+00,
       -1.8914596e+00, -1.1570181e+00, -1.0409695e+00, -1.0414251e+00,
       -2.0917702e+00, -2.6947877e+00, -2.0697844e+00, -1.8054271e+00],
      dtype=float32), 2, 'calm']"
45,"[array([-6.7251038e+02,  4.7077320e+01, -6.3355088e+00,  7.9826317e+00,
        7.0837891e-01, -5.0312597e-01, -1.3319478e+01, -3.3951967e+00,
       -1.4049600e+01,  2.4411750e+00, -5.9444499e+00, -3.3181498e+00,
       -5.2399011e+00,  7.4167484e-01, -1.9865463e+00, -4.6177120e+00,
       -3.2260687e+00, -2.4994221e+00, -4.9971719e+00, -3.1122766e+00,
       -6.0717325e+00, -2.0088968e+00, -5.8517561e+00, -2.2017989e+00,
       -4.6668119e+00, -1.6538519e+00, -1.6329345e+00,  1.9470378e+00,
        1.1216943e+00,  3.5181935e+00,  9.8687029e-01,  1.1454133e+00,
        1.0268443e+00,  2.8025651e+00,  3.9786355e+00,  3.3229096e+00,
        1.1535437e+00,  2.8047855e+00,  1.1576035e+00,  4.4051843e+00],
      dtype=float32), 2, 'calm']"
46,"[array([-6.2091479e+02,  6.4082245e+01, -9.8784504e+00,  1.3482028e+01,
        1.1849966e+01, -2.1093931e+00, -3.0103583e+00,  2.0720718e+00,
       -1.1486411e+01, -8.0829102e-01,  3.0761477e-01, -4.2940474e-01,
       -2.3918154e+00,  1.7940975e+00, -4.9100084e+00,  4.0713277e+00,
       -4.4839039e+00, -1.5857377e+00, -2.2725415e+00, -1.5730973e-01,
       -3.5409899e+00,  3.6470154e-01, -3.7519088e+00, -5.5719239e-01,
       -2.9386933e+00,  7.2029561e-01, -2.5560250e+00, -4.2990339e-01,
       -8.6559653e-01, -8.1630331e-01, -1.9333665e+00, -1.0802410e+00,
       -2.3433287e+00, -1.2323651e+00, -2.5191498e+00, -8.1425399e-01,
       -1.1069033e+00, -5.1369870e-01,  5.8805341e-01,  1.1591369e+00],
      dtype=float32), 2, 'calm']"
47,"[array([-6.9034174e+02,  4.5730686e+01, -1.6708593e+01,  5.8638272e+00,
       -1.2233290e+01, -6.0023413e+00, -1.3932237e+01, -9.7243919e+00,
       -1.1286223e+01, -2.8533542e+00, -1.2488717e+01, -9.8929203e-01,
       -7.6848493e+00, -5.0579677e+00, -4.5223317e+00, -4.4848833e+00,
       -6.4287791e+00, -3.6597726e+00, -5.3076568e+00, -4.0198307e+00,
       -4.6993408e+00, -4.1115460e+00, -3.5079975e+00, -2.6315141e+00,
       -2.4353759e+00, -1.1819225e-01, -3.4365338e-01,  1.2217633e+00,
        1.6884084e+00,  3.0200980e+00,  4.4627399e+00,  6.1752872e+00,
        6.1725745e+00,  5.9471550e+00,  2.9991407e+00,  2.1549683e+00,
        9.3052953e-01,  2.1202330e-02,  2.4008781e-01, -5.6385541e-01],
      dtype=float32), 2, 'calm']"
48,"[array([-6.9400433e+02,  6.1496510e+01, -3.2627435e+00,  1.6971298e+01,
        2.1429677e+00,  4.2667975e+00, -5.0153990e+00, -2.6178598e+00,
       -1.2885774e+01, -1.3022796e+00, -1.5637372e+00, -9.1741759e-01,
        1.5390459e-01, -1.9513861e+00, -3.2586935e+00,  1.9561434e+00,
       -5.8136158e+00, -2.4082699e+00, -4.3204871e-01,  4.4930765e-01,
       -5.5773344e+00, -9.2012227e-01, -1.9645102e+00, -3.4393454e+00,
       -1.1539776e+00, -5.5754763e-01, -3.8991423e+00, -6.4626634e-01,
       -1.8168656e+00, -7.0151955e-01, -1.3828583e+00, -2.5909429e+00,
       -1.9290742e+00, -2.3903224e+00, -2.2693808e+00, -2.4860792e+00,
       -5.8925718e-01, -3.2483261e+00, -2.9798131e+00, -2.7692807e+00],
      dtype=float32), 2, 'calm']"
49,"[array([-6.25089539e+02,  5.49421120e+01, -1.39935322e+01,  8.25369644e+00,
       -8.15838623e+00, -6.31108880e-03, -8.74836636e+00, -6.55910969e+00,
       -7.86209965e+00,  4.00247633e-01, -7.19113731e+00, -9.58232105e-01,
       -8.09720421e+00,  3.03645086e+00, -7.48625183e+00, -2.14266086e+00,
       -4.01886082e+00, -2.87008452e+00, -1.67102540e+00,  2.46631652e-01,
       -3.91745716e-01, -5.25266469e-01, -5.54918826e-01, -4.67910111e-01,
        4.46108580e-01, -1.18300939e+00,  2.38905287e+00,  2.62075734e+00,
        2.49018335e+00,  2.50250387e+00,  2.41603643e-01,  2.49659443e+00,
        1.49129438e+00,  1.30125976e+00,  1.96291924e+00,  3.89271593e+00,
       -7.44616807e-01,  1.17745616e-01, -6.23596191e-01,  8.06442082e-01],
      dtype=float32), 2, 'calm']"
50,"[array([-6.3008722e+02,  6.4408081e+01, -4.9580269e+00,  1.7291990e+01,
        1.4851834e+00,  3.8119321e+00, -1.7378128e+01, -2.1606946e+00,
       -7.9708261e+00, -4.8133111e+00, -3.0598164e+00, -1.3945620e+00,
       -6.5255084e+00,  2.4476054e+00, -7.7174597e+00, -1.7209372e-01,
       -5.0048780e+00, -3.0327082e+00, -3.4025009e+00, -3.5620222e+00,
       -6.5933080e+00, -2.3272769e+00, -4.3131251e+00, -4.5164552e+00,
       -4.8715835e+00, -5.7425998e-02, -4.1790719e+00, -1.0351303e+00,
       -2.0957556e+00, -2.0157976e+00, -2.7599339e+00, -3.4577096e+00,
       -2.9793389e+00, -1.8555847e+00, -2.3397729e+00, -3.7925200e+00,
       -3.3548417e+00, -3.8509846e+00, -2.3027923e+00,  1.7802317e-01],
      dtype=float32), 2, 'calm']"
51,"[array([-7.2198468e+02,  5.0292267e+01, -1.0448732e+01,  5.6894917e+00,
       -9.4666643e+00, -1.1964116e+00, -1.2888169e+01, -1.1691759e+01,
       -1.1590672e+01, -3.5473666e+00, -7.7604852e+00, -7.2985001e+00,
       -7.7260251e+00, -3.7250116e-01, -9.7356272e+00, -3.8171933e+00,
       -5.0116572e+00, -3.5615230e+00, -6.3264375e+00,  6.9815648e-01,
       -3.2589076e+00,  5.4418143e-02, -4.1280074e+00, -1.3154113e+00,
       -4.8621705e-01, -6.0394537e-01, -6.2380582e-02,  1.7965975e+00,
       -9.5067667e-03,  9.9591714e-01,  6.7324132e-02,  2.2540441e+00,
        2.8073044e+00,  2.4302807e+00,  2.6518672e+00,  3.0545213e+00,
        3.6447287e+00,  1.9641578e+00,  4.2573123e+00,  2.6464887e+00],
      dtype=float32), 2, 'calm']"
52,"[array([-6.8992084e+02,  6.8557877e+01, -5.8524257e-01,  2.0797623e+01,
        5.3301306e+00,  2.8012664e+00, -4.9687320e-01, -3.0342178e+00,
       -8.9428129e+00,  5.4096751e+00, -2.8308528e-02,  3.4265656e+00,
       -2.0107148e+00,  1.2937039e+00,  8.9233480e-02,  3.1883044e+00,
       -3.6720402e+00,  4.0427417e-01,  1.7186040e+00,  1.5289551e+00,
       -3.2592559e+00,  1.1458752e+00, -2.9298131e+00, -1.4649862e+00,
       -5.3069234e-01,  1.2162308e+00,  1.4560212e-01, -4.6959260e-01,
        2.1027796e-01,  1.2708145e+00,  1.0257605e+00, -5.4996479e-01,
       -3.9421794e-01, -8.9510262e-02,  1.0156235e+00,  1.9489063e+00,
       -6.4464849e-01, -2.2616198e+00, -3.5750911e+00, -3.9923453e-01],
      dtype=float32), 2, 'calm']"
53,"[array([-7.0742102e+02,  5.5326519e+01, -1.5629750e+01,  1.3729103e+01,
       -3.8368297e+00, -4.8540578e+00, -1.4737175e+01, -5.9054551e+00,
       -9.1919413e+00,  4.5646009e+00, -9.3246393e+00,  1.1366445e+00,
       -6.0514770e+00, -2.4622490e+00, -5.9755969e+00, -1.9541881e+00,
       -4.0039868e+00, -2.9880412e+00, -4.1668468e+00, -3.9897645e+00,
       -4.4377446e-01, -2.5355809e+00, -3.1604257e+00,  1.5452780e+00,
        9.5140934e-02,  2.5413086e+00,  4.8199492e+00,  6.5805736e+00,
        4.6378946e+00,  4.6427011e+00,  2.4842157e+00,  7.2012401e+00,
        9.3072271e+00,  9.7117071e+00,  7.1131415e+00,  5.4507680e+00,
        1.4720380e+00,  1.5994272e+00,  4.3407903e+00,  5.8706727e+00],
      dtype=float32), 2, 'calm']"
54,"[array([-6.5156110e+02,  6.9712746e+01,  2.7332108e+00,  1.7243137e+01,
        5.9846177e+00,  2.1632333e+00, -1.3174825e+01, -7.3885899e+00,
       -5.1668782e+00, -2.0965884e+00, -8.4217291e+00, -1.3893238e-01,
       -1.8097826e+00, -4.3572454e+00, -5.2434001e+00,  1.3828397e+00,
       -8.9459534e+00,  8.1195062e-01, -4.5516348e+00, -3.9541445e+00,
       -6.3825922e+00, -1.6009430e+00, -5.5539198e+00, -3.4712903e+00,
       -4.8557248e+00,  1.0244609e+00, -4.2261534e+00,  2.6564500e-01,
       -5.9911251e+00, -3.0501671e+00, -5.1549559e+00, -1.9625452e+00,
       -1.9846140e+00, -1.7115839e+00, -3.4270139e+00, -3.9940116e+00,
       -3.3340206e+00, -3.6499648e+00, -8.9006162e-01, -9.5299399e-01],
      dtype=float32), 2, 'calm']"
55,"[array([-6.8722540e+02,  6.8932854e+01,  6.5699067e+00,  2.5403183e+01,
        1.9041538e+00,  7.1063905e+00, -1.4878645e+00, -4.8210325e+00,
       -5.0478530e+00,  7.3140991e-01, -3.2617841e+00, -2.7072385e-01,
       -1.9505621e+00,  2.2058771e+00, -5.2352166e+00,  1.4523265e+00,
       -2.4996669e+00,  5.0709195e+00, -8.6542797e-01,  1.3095645e+00,
       -1.4230024e+00,  1.0381541e+00, -1.6332145e+00,  3.5370536e+00,
       -1.3485024e+00,  4.7472790e-01, -1.9016062e-01, -2.6850700e-01,
        7.3267318e-02,  1.9647975e+00,  4.0050545e+00,  6.3895288e+00,
        6.8541365e+00,  7.3815951e+00,  6.1401386e+00,  4.3402061e+00,
        2.2910025e+00,  3.1497200e+00,  3.5573843e+00,  5.0674071e+00],
      dtype=float32), 2, 'calm']"
56,"[array([-7.6787695e+02,  7.2071793e+01,  1.0403479e+01,  2.6037090e+01,
        7.6058636e+00,  1.1850811e+01, -4.7425361e+00,  4.4614155e-02,
       -4.4145484e+00,  5.4061117e+00, -8.7280006e+00,  5.0510516e+00,
       -2.2934837e+00,  1.4213585e+00, -9.4715106e-01,  2.4298799e+00,
       -9.6820384e-01,  2.0378313e+00, -3.4403164e+00,  3.2136245e+00,
       -1.0407915e+00, -2.0181620e+00, -3.4885581e+00, -8.2343578e-01,
       -2.1566210e+00, -2.4245181e+00, -1.4516708e+00, -2.4187045e+00,
       -1.1691407e+00, -1.6488235e+00, -2.3778369e+00, -1.5583616e+00,
       -2.2381656e+00, -1.8238053e+00, -6.4064747e-01, -8.1372917e-01,
       -1.1840600e+00, -1.8646562e+00, -2.8971472e+00, -1.8730621e+00],
      dtype=float32), 2, 'calm']"
57,"[array([-5.4470837e+02,  5.6414516e+01, -6.9200916e+00,  8.7669973e+00,
       -5.4698819e-01, -3.1900241e+00, -1.5794243e+01, -1.2765232e+01,
       -9.2666111e+00,  4.3661084e+00, -1.0048469e+01, -2.0045772e+00,
       -3.3547196e+00, -1.5838503e+00, -8.3827639e-01, -3.6601949e-01,
       -4.3902783e+00, -2.2264886e+00, -7.1465063e-01, -7.6487651e+00,
       -5.5286002e+00, -1.6303885e+00, -6.2506018e+00,  3.7594810e+00,
        3.4460600e-02,  6.7991867e+00,  1.9040729e+00,  9.7923956e+00,
        5.8742523e+00,  8.0265503e+00,  7.6729045e+00,  5.3551555e+00,
        4.6630640e+00,  5.4663634e-01,  1.4000652e+00,  7.3923761e-01,
        1.9353455e+00,  2.0998077e+00, -4.2496581e-02,  8.8971877e-01],
      dtype=float32), 2, 'calm']"
58,"[array([-7.0249707e+02,  6.1415401e+01,  1.8397203e+01,  2.4725775e+01,
        6.9478822e+00,  9.5540209e+00,  1.4882195e+00,  4.2705760e+00,
       -4.9944224e+00,  4.4194117e+00,  1.2964627e-01,  1.8427310e+00,
       -2.7572646e+00,  2.3036242e+00, -3.5023112e-02,  5.5954809e+00,
       -1.7293565e+00,  8.9011145e-01, -7.4016029e-01,  6.6180027e-01,
       -3.8028636e+00,  5.5835891e-01, -3.6616245e-01,  1.0533656e-01,
       -2.2614279e+00,  9.9706995e-01, -2.0043077e+00,  1.2047341e+00,
       -6.0108852e-01,  6.9983119e-01,  1.9439499e-01,  5.1056355e-01,
       -3.0693227e-01,  2.0998587e-01, -1.1276066e+00, -1.3614162e+00,
       -1.3565772e+00, -4.5460740e-01, -1.7112926e+00, -7.2213131e-01],
      dtype=float32), 2, 'calm']"
59,"[array([-6.6794000e+02,  6.1830097e+01, -4.5888805e+00,  1.2665415e+01,
        1.8214694e+00,  2.0172448e-01, -1.0238684e+01, -8.7754889e+00,
       -1.3127814e+01,  3.4351099e+00, -1.0352417e+01, -4.6722338e-02,
       -1.0706608e+01, -1.1526103e+00, -2.0785060e+00, -7.4819837e+00,
       -9.4698591e+00, -9.1402280e-01, -6.1580248e+00, -5.0267477e+00,
       -4.9919496e+00, -3.7812524e+00, -5.9206314e+00, -3.1053340e+00,
       -3.4822462e+00,  3.3605292e-01, -4.8724580e-01,  1.9237597e+00,
       -1.7469260e-01,  5.7687349e+00,  4.0012879e+00,  6.8453736e+00,
        5.1748371e+00,  4.6112356e+00,  2.4467735e+00,  1.9862483e+00,
        3.4109404e+00,  7.5648704e+00,  6.8906288e+00,  3.2841296e+00],
      dtype=float32), 2, 'calm']"
